SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
775.73,2.0,3.0,549.76,50.83,7.0,45.68,6.55,94.19,0.87,5.0,6.0,7.0,1.0,17.0,211182.2856
1358.53,1.0,3.0,832.65,27.9,8.0,44.67,18.47,85.46,1.27,6.0,8.0,7.0,1.0,6.0,272803.5748
587.88,4.0,3.0,421.5,47.85,5.0,65.7,8.49,90.19,2.25,5.0,1.0,3.0,1.0,7.0,301890.1958
1457.84,5.0,2.0,467.27,2.95,8.0,5.81,9.22,99.9,1.51,9.0,10.0,3.0,1.0,3.0,777690.5729624999
1672.39,1.0,2.0,92.0,20.61,6.0,15.96,3.83,89.6,1.25,5.0,10.0,8.0,1.0,13.0,241890.0597
631.39,1.0,4.0,692.86,9.73,6.0,83.85,22.67,88.35,1.33,6.0,7.0,6.0,1.0,14.0,149812.0795
1163.32,3.0,3.0,366.04,12.24,6.0,36.19,3.71,99.9,1.24,4.0,2.0,4.0,1.0,33.5,256293.3832
1530.81,4.0,4.0,872.41,6.5,8.0,11.35,25.56,91.31,2.2,9.0,3.0,3.0,1.0,20.0,679378.7551
550.0,1.0,2.0,713.41,41.03,9.0,12.94,11.16,95.58,1.71,2.0,10.0,6.0,1.0,17.0,43526.97574
591.37,2.0,5.0,611.89,31.45,6.0,39.34,8.41,91.92,1.53,5.0,5.0,5.0,1.0,18.0,283575.2839
550.0,2.0,4.0,573.81,32.7,8.0,82.24,48.37,99.9,2.33,7.0,10.0,10.0,1.0,18.0,154441.3792
617.7,1.0,2.0,337.07,51.47,4.0,77.58,22.41,91.94,0.97,5.0,2.0,4.0,1.0,21.0,94243.94994
550.0,3.0,2.0,447.96,29.21,5.0,48.11,15.24,98.08,1.34,2.0,9.0,4.0,1.0,15.0,89371.89663
767.45,1.0,2.0,152.8,50.37,5.0,136.27,1.41,89.51,1.41,4.0,4.0,5.0,1.0,13.0,5847.465138
1504.98,4.0,2.0,681.11,55.41,7.0,70.59,6.77,87.94,0.48,7.0,7.0,7.0,1.0,17.0,342770.4921
2130.05,1.0,2.0,839.07,26.12,3.0,49.11,30.91,99.48,2.36,4.0,7.0,7.0,1.0,15.0,425479.7531
643.37,2.0,3.0,1308.7725,11.71,9.0,53.61,2.94,95.24,1.5,4.0,3.0,5.0,1.0,12.0,199854.797
1105.63,1.0,3.0,248.03,6.11,7.0,30.33,41.4,93.37,1.99,6.0,9.0,7.0,1.0,16.0,176242.6279
850.9,2.0,2.0,166.22,6.79,6.0,33.24,36.58,98.72,1.04,3.0,8.0,10.0,1.0,8.0,144206.6268
701.87,1.0,3.0,75.44,20.55,5.0,57.58,32.54,99.9,1.87,6.0,9.0,5.0,1.0,29.0,206643.7081
1293.66,3.0,3.0,358.37,0.03,8.0,12.7,7.88,92.72,1.2,7.0,3.0,7.0,1.0,19.0,403691.3227
1314.28,3.0,4.0,703.95,8.9,8.0,5.54,14.61,92.72,1.36,5.0,10.0,6.0,1.0,8.0,478894.1646
1479.88,1.0,4.0,732.06,27.75,9.0,48.64,2.82,90.55,2.3,7.0,10.0,8.0,1.0,14.0,433972.6782
550.0,2.0,3.0,104.81,63.77,6.0,19.7,5.69,93.49,1.55,3.0,5.0,6.0,1.0,23.0,40861.62206
1199.76,3.0,3.0,456.96,5.69,8.0,72.11,24.31,99.9,1.06,4.0,4.0,6.0,1.0,11.0,270109.6852
812.15,4.0,4.0,599.29,16.87,9.0,29.67,14.0,88.33,2.44,7.0,9.0,4.0,1.0,33.5,382256.9195
1337.46,2.0,3.0,564.81,3.33,9.0,48.93,11.61,99.41,1.72,9.0,10.0,8.0,1.0,11.0,365171.6204
1689.64,4.0,2.0,417.65,14.38,8.0,79.72,33.86,99.77,0.77,7.0,8.0,6.0,1.0,14.0,364517.3556
550.0,1.0,1.0,946.35,44.66,3.0,61.95,35.45,97.11,2.06,2.0,4.0,6.0,1.0,10.0,231880.8174
1724.89,3.0,3.0,734.3,49.13,4.0,31.7,13.96,88.4,1.74,3.0,2.0,5.0,1.0,33.5,423606.9623
550.0,2.0,1.0,477.04,43.63,6.0,20.13,48.17,97.59,1.48,2.0,3.0,4.0,1.0,30.0,405322.6163
1148.28,2.0,3.0,504.35,82.91125,6.0,107.73,38.62,85.57,1.03,2.0,1.0,3.0,1.0,25.0,320678.1147
1871.75,3.0,4.0,633.05,46.58,10.0,6.9,9.96,99.9,1.26,9.0,5.0,5.0,1.0,14.0,777690.5729624999
1974.31,1.0,2.0,926.42,29.23,9.0,7.79,0.73,95.19,0.71,6.0,5.0,5.0,1.0,15.0,410890.9745
830.53,1.0,3.0,551.53,39.68,5.0,96.53,25.0,99.2,1.29,7.0,9.0,4.0,1.0,28.0,226639.1185
721.86,1.0,2.0,935.64,19.29,9.0,47.27,15.18,91.86,2.27,8.0,1.0,4.0,1.0,15.0,67332.58184
550.0,3.0,3.0,31.81,42.39,6.0,131.09,11.39,99.9,1.04,6.0,5.0,6.0,1.0,14.0,253004.762
1023.19,3.0,2.0,937.47,10.89,9.0,103.47,47.8,93.43,1.14,8.0,10.0,7.0,1.0,7.0,194568.274
988.67,4.0,4.0,790.26,29.59,9.0,96.99,19.07,94.5,1.15,6.0,8.0,3.0,1.0,11.0,538310.0304
1765.4,2.0,3.0,253.74,40.56,7.0,49.43,17.42,99.9,2.33,7.0,4.0,6.0,1.0,5.0,380183.9376
2269.73,2.0,2.0,392.97,82.91,8.0,2.87,30.98,92.58,2.26,6.0,7.0,5.0,1.0,9.0,448007.7042
1123.28,2.0,3.0,274.49,53.25,7.0,45.54,8.69,95.15,1.33,7.0,10.0,7.0,1.0,19.0,264794.4949
1061.65,3.0,5.0,1117.28,18.35,7.0,27.83,11.15,87.93,1.77,4.0,3.0,2.0,1.0,8.0,583822.5581
550.0,2.0,1.0,720.12,46.22,3.0,11.78,7.91,84.62,0.89,3.0,10.0,6.0,1.0,13.0,12815.10493
550.0,1.0,4.0,578.04,34.49,4.0,1.75,16.18,96.06,1.79,4.0,2.0,2.0,1.0,6.0,216343.9035
1237.01,4.0,3.0,395.55,33.33,10.0,43.39,1.83,87.04,1.07,8.0,6.0,5.0,1.0,9.0,488659.2802
1179.23,2.0,4.0,850.12,6.87,9.0,4.76,4.74,99.18,0.57,5.0,10.0,9.0,1.0,11.0,621599.7284
1633.22,3.0,3.0,737.41,50.28,8.0,4.36,1.82,94.02,1.33,8.0,10.0,9.0,1.0,33.5,477797.4576
550.0,2.0,2.0,780.34,44.25,3.0,78.83,19.04,97.08,2.07,1.0,10.0,7.0,1.0,17.0,19005.8778
1695.41,4.0,2.0,892.47,15.13,8.0,40.56,5.76,99.9,1.42,9.0,7.0,4.0,1.0,7.0,593502.4908
1411.12,1.0,4.0,402.09,19.58,8.0,66.86,36.85,99.9,0.93,6.0,8.0,3.0,1.0,33.5,320907.4294
550.0,2.0,2.0,105.42,68.27,7.0,7.29,17.34,95.93,0.13999999999999968,4.0,5.0,5.0,1.0,8.0,277131.5113
550.0,1.0,4.0,406.55,29.14,8.0,70.34,25.46,93.58,1.43,5.0,7.0,5.0,1.0,19.0,133502.645
653.62,3.0,4.0,525.86,31.24,6.0,64.06,36.02,94.19,1.76,7.0,8.0,5.0,1.0,11.0,380412.0273
550.0,3.0,2.0,61.99,19.9,4.0,49.1,44.28,93.29,1.83,1.0,1.0,3.0,1.0,18.0,35257.12084
1022.97,1.0,3.0,99.39,43.53,8.0,48.29,29.88,95.78,1.13,6.0,2.0,2.0,1.0,14.0,250246.7241
948.18,3.0,2.0,122.42,27.35,6.0,8.22,37.12,95.61,1.14,7.0,7.0,6.0,1.0,31.0,297613.9704
1260.05,4.0,3.0,833.29,30.0,7.0,50.32,35.26,90.47,1.55,5.0,2.0,4.0,1.0,12.0,315511.5774
816.9,1.0,3.0,397.89,19.75,4.0,65.77,27.21,91.61,1.21,4.0,1.0,6.0,1.0,14.0,185693.7983
727.05,4.0,4.0,183.98,8.71,7.0,0.43,27.23,99.9,1.28,5.0,7.0,7.0,1.0,16.0,277829.6757
1295.0,1.0,2.0,369.44,42.76,6.0,1.49,40.38,93.77,0.73,6.0,4.0,6.0,1.0,18.0,259833.0117
1115.03,3.0,3.0,662.48,34.01,6.0,10.23,6.12,99.9,2.2,4.0,4.0,6.0,1.0,5.0,353026.4342
1532.21,2.0,1.0,472.29,21.53,6.0,15.31,21.49,94.88,1.93,4.0,7.0,6.0,1.0,21.0,164890.2375
1956.12,3.0,4.0,740.73,17.69,9.0,119.21,19.65,92.85,1.38,6.0,4.0,6.0,1.0,17.0,777690.5729624999
1045.42,1.0,2.0,756.05,4.95,3.0,1.18,23.68,99.4,1.56,3.0,10.0,6.0,1.0,16.0,121425.0194
550.0,1.0,2.0,350.39,42.59,5.0,74.45,29.28,87.35,1.12,5.0,5.0,7.0,1.0,6.0,100931.0646
1357.84,1.0,3.0,784.37,47.18,7.0,4.97,19.04,96.29,2.6,8.0,7.0,4.0,1.0,24.0,464977.7208
1855.43,1.0,4.0,470.89,21.83,6.0,56.53,8.58,96.3,1.69,9.0,4.0,7.0,1.0,9.0,554948.6208
1105.58,1.0,3.0,65.68,57.57,5.0,10.64,13.27,92.53,2.66,3.0,1.0,2.0,1.0,11.0,18203.24137
1314.72,1.0,4.0,424.09,69.8,8.0,12.22,20.94,99.9,1.62,5.0,2.0,5.0,1.0,12.0,405786.6162
1185.79,2.0,4.0,739.45,28.16,6.0,23.32,14.13,87.73,1.32,3.0,6.0,4.0,1.0,12.0,434502.81
966.84,3.0,3.0,90.6,13.61,7.0,34.79,27.92,86.4,1.94,6.0,9.0,7.0,1.0,19.0,298779.5391
978.82,1.0,3.0,703.47,33.69,7.0,51.73,32.63,86.1,1.05,5.0,10.0,10.0,1.0,14.0,172592.5019
1332.25,3.0,3.0,312.96,26.55,9.0,78.36,39.34,84.17,2.42,6.0,10.0,8.0,1.0,11.0,244259.2439
1838.44,1.0,3.0,366.11,78.07,10.0,27.79,12.95,98.67,1.47,5.0,1.0,3.0,1.0,26.0,287754.6252
797.3,2.0,4.0,793.67,27.01,7.0,0.91,7.66,94.07,0.83,8.0,10.0,3.0,1.0,20.0,340847.1655
550.0,2.0,2.0,671.47,22.13,6.0,40.23,26.41,91.59,0.66,5.0,10.0,6.0,1.0,10.0,95894.25659
594.02,2.0,3.0,673.19,31.53,5.0,71.99,6.3,93.7,1.29,4.0,2.0,5.0,1.0,11.0,281893.7416
1476.34,2.0,4.0,229.58,8.67,10.0,85.14,19.47,97.3,1.78,8.0,6.0,8.0,1.0,13.0,510224.7979
1797.71,4.0,2.0,517.93,40.12,9.0,16.94,25.35,97.42,1.75,6.0,7.0,7.0,1.0,4.0,777690.5729624999
1197.95,1.0,4.0,424.29,2.54,8.0,39.78,0.78,88.94,0.88,5.0,7.0,7.0,1.0,30.0,466482.3
1214.64,2.0,3.0,280.53,14.21,7.0,21.63,2.96,97.54,1.48,9.0,8.0,9.0,1.0,20.0,313128.2719
1536.89,4.0,3.0,26.83,33.68,9.0,73.96,1.92,88.33,1.55,6.0,4.0,6.0,1.0,10.0,588985.3169
1280.42,3.0,3.0,281.29,23.65,8.0,85.72,26.24,96.14,1.4,5.0,1.0,3.0,1.0,12.0,425354.4881
2248.84,4.0,5.0,893.01,21.06,10.0,9.61,13.65,94.35,0.13999999999999968,8.0,8.0,3.0,1.0,20.0,733629.5798
862.03,1.0,4.0,194.27,1.26,8.0,43.02,3.75,88.53,1.81,7.0,10.0,6.0,1.0,9.0,263039.9035
1198.87,2.0,3.0,386.34,18.69,7.0,94.37,17.13,95.84,2.07,6.0,2.0,3.0,1.0,21.0,337165.8876
834.23,3.0,3.0,551.58,19.97,7.0,64.65,19.2,82.62,2.04,3.0,9.0,7.0,1.0,29.0,305484.4248
947.06,2.0,3.0,675.68,48.67,8.0,28.78,13.04,98.1,1.62,6.0,10.0,9.0,1.0,8.0,291974.4519
550.0,2.0,3.0,93.26,7.27,6.0,3.29,6.35,99.9,1.25,3.0,7.0,8.0,1.0,10.0,242795.8395
1209.52,6.0,3.0,854.46,78.1,6.0,22.44,12.13,88.2,0.7,7.0,8.0,8.0,1.0,20.0,461715.8394
1207.69,2.0,4.0,782.23,56.71,8.0,51.99,0.17,98.26,1.32,4.0,5.0,8.0,1.0,1.0,312048.1651
1170.91,2.0,3.0,368.51,22.73,5.0,3.38,16.55,95.91,1.16,7.0,4.0,5.0,1.0,3.0,371709.5387
1367.23,1.0,4.0,430.85,51.66,6.0,10.51,11.21,82.48,1.79,6.0,9.0,6.0,1.0,13.0,496024.6773
1037.16,2.0,2.0,413.45,53.0,5.0,5.64,19.04,91.74,1.5,3.0,6.0,7.0,1.0,23.0,130376.1724
1921.88,2.0,2.0,1107.22,50.88,7.0,104.99,30.66,90.67,1.69,9.0,5.0,5.0,1.0,12.0,335206.6146
550.0,1.0,1.0,454.37,44.22,6.0,61.16,19.99,95.49,1.84,1.0,4.0,8.0,1.0,12.0,148368.9264
1793.47,1.0,2.0,373.72,28.07,7.0,54.74,11.32,93.52,1.19,7.0,5.0,7.0,1.0,8.0,284328.7391
711.62,1.0,5.0,207.21,32.58,8.0,62.0,33.85,92.41,2.18,5.0,6.0,5.0,1.0,31.0,334779.4747
1407.15,3.0,5.0,850.04,35.0,9.0,86.61,51.165000000000006,89.84,1.43,7.0,9.0,10.0,1.0,16.0,469803.2201
947.18,4.0,5.0,543.65,20.65,10.0,51.93,31.7,95.52,1.4,5.0,5.0,3.0,1.0,21.0,557978.6264
650.07,2.0,3.0,2.2,57.1,6.0,70.17,32.18,93.66,1.37,4.0,8.0,9.0,1.0,33.5,209121.3274
1668.25,3.0,5.0,758.91,29.89,8.0,39.69,8.05,99.9,1.62,9.0,7.0,5.0,1.0,20.0,703573.3739
550.0,2.0,2.0,698.47,41.82,4.0,60.11,51.01,91.44,1.8,4.0,10.0,7.0,1.0,7.0,12451.63372
550.0,2.0,3.0,402.36,52.7,5.0,70.94,3.11,90.32,1.36,1.0,1.0,3.0,1.0,21.0,2548.724071
1179.79,2.0,3.0,701.7,33.95,9.0,66.06,1.61,99.73,1.18,8.0,8.0,9.0,1.0,19.0,437240.1396
550.0,1.0,5.0,643.85,9.24,5.0,61.05,2.72,95.47,1.52,6.0,7.0,5.0,1.0,10.0,176432.7322
1258.89,2.0,3.0,756.43,37.47,8.0,10.92,2.42,99.9,0.66,5.0,7.0,7.0,1.0,12.0,416701.4305
709.95,1.0,2.0,40.08,14.54,5.0,5.45,27.59,88.65,0.7,2.0,10.0,8.0,1.0,19.0,10942.62089
1167.07,2.0,3.0,284.86,52.42,5.0,37.93,24.67,99.08,1.93,7.0,4.0,6.0,1.0,17.0,333158.1769
550.0,1.0,4.0,434.72,25.87,10.0,14.09,6.6,95.8,0.87,1.0,2.0,6.0,1.0,16.0,156523.696
1524.6,3.0,3.0,692.77,22.52,10.0,7.79,5.09,89.33,1.22,8.0,6.0,4.0,1.0,12.0,410803.8628
1646.72,2.0,3.0,581.83,41.02,5.0,62.51,10.11,98.88,1.26,4.0,7.0,7.0,1.0,17.0,400348.3466
676.94,3.0,4.0,504.16,6.87,8.0,24.54,15.51,99.2,1.79,4.0,10.0,10.0,1.0,5.0,362188.5474
658.34,1.0,2.0,606.72,36.31,3.0,52.05,25.97,91.28,1.61,1.0,4.0,2.0,1.0,10.0,96394.0924
1578.04,2.0,4.0,162.12,22.54,8.0,53.82,3.23,96.75,0.88,6.0,4.0,2.0,1.0,16.0,444908.2379
819.71,3.0,2.0,598.22,1.17,9.0,18.64,14.44,97.04,1.8,6.0,5.0,8.0,1.0,12.0,152835.6103
1164.13,3.0,1.0,327.22,47.36,6.0,6.06,18.66,90.67,1.18,3.0,3.0,3.0,1.0,19.0,303247.5923
1027.22,3.0,3.0,166.11,17.4,6.0,101.68,17.23,94.02,1.05,4.0,8.0,7.0,1.0,18.0,276389.253
650.59,3.0,1.0,889.26,44.25,6.0,5.2,0.86,93.89,0.65,3.0,5.0,6.0,1.0,12.0,4531.988606
966.69,1.0,4.0,583.37,33.42,6.0,19.26,16.82,97.61,1.41,5.0,2.0,4.0,1.0,8.0,244161.9048
1782.12,2.0,2.0,399.94,41.62,9.0,81.16,21.9,93.12,1.11,6.0,5.0,5.0,1.0,16.0,419401.5648
1687.73,3.0,3.0,760.11,22.96,8.0,44.3,12.25,95.58,1.24,3.0,5.0,5.0,1.0,11.0,503492.2847
1140.4,3.0,2.0,880.79,39.11,5.0,98.33,6.69,89.08,2.08,7.0,5.0,3.0,1.0,11.0,216470.9756
550.0,1.0,4.0,440.12,6.82,6.0,30.35,40.53,93.92,1.54,9.0,8.0,9.0,1.0,11.0,257454.0834
550.0,2.0,5.0,86.53,4.72,8.0,39.72,13.23,89.07,1.94,3.0,2.0,3.0,1.0,32.0,213648.6523
1210.49,1.0,1.0,248.46,19.59,5.0,60.74,11.11,99.42,0.64,3.0,5.0,4.0,1.0,18.0,73838.11143
694.38,2.0,2.0,691.32,4.9,6.0,70.92,30.89,93.07,1.65,6.0,9.0,6.0,1.0,11.0,124366.9774
861.09,2.0,3.0,259.3,32.52,7.0,27.87,16.96,87.79,1.32,5.0,2.0,4.0,1.0,21.0,208541.3904
550.0,1.0,1.0,30.12,43.77,7.0,88.28,46.39,88.73,1.03,3.0,9.0,6.0,1.0,12.0,21085.8632
611.72,2.0,4.0,77.18,39.03,10.0,25.5,17.74,95.13,1.36,6.0,5.0,9.0,1.0,7.0,385719.9817
1186.79,1.0,1.0,369.28,12.74,8.0,83.62,9.18,97.92,1.7,6.0,10.0,6.0,1.0,11.0,185083.2125
1656.84,2.0,3.0,433.85,58.15,7.0,74.15,14.67,98.81,1.16,6.0,9.0,5.0,1.0,24.0,357762.4838
1584.32,1.0,3.0,757.21,5.91,10.0,86.52,6.41,94.79,1.58,5.0,7.0,9.0,1.0,13.0,267225.486
888.39,1.0,4.0,735.31,29.2,8.0,9.77,49.6,94.64,1.67,6.0,5.0,5.0,1.0,16.0,176589.6715
568.77,2.0,3.0,58.05,75.0,4.0,0.02,6.3,87.0,1.9,5.0,6.0,5.0,1.0,14.0,166080.2134
1915.77,1.0,4.0,651.22,43.37,9.0,77.12,7.49,96.86,0.53,8.0,6.0,6.0,1.0,18.0,618672.2216
1201.96,1.0,2.0,917.7,1.26,6.0,47.68,23.98,93.33,1.35,2.0,9.0,9.0,1.0,28.0,205642.7164
609.97,1.0,3.0,32.79,12.26,8.0,123.09,21.88,96.56,1.76,6.0,9.0,6.0,1.0,25.0,42257.84318
550.0,2.0,2.0,124.11,33.95,3.0,38.97,4.52,90.88,1.92,1.0,2.0,3.0,1.0,2.0,10144.84191
1534.67,2.0,6.0,466.55,28.15,9.0,32.77,11.68,89.08,0.97,6.0,6.0,8.0,1.0,13.0,615702.0393
812.78,2.0,4.0,367.24,82.91125,9.0,69.96,15.68,95.08,1.6,6.0,2.0,8.0,1.0,8.0,292882.8997
550.0,2.0,2.0,214.34,62.61,7.0,29.44,19.47,99.72,2.16,6.0,6.0,4.0,1.0,18.0,119891.759
930.21,2.0,2.0,566.0,40.66,4.0,34.76,26.76,94.9,1.6,6.0,5.0,6.0,1.0,11.0,187134.6322
952.63,3.0,4.0,417.99,26.62,7.0,6.15,2.2,92.29,1.67,4.0,9.0,5.0,1.0,11.0,399781.2627
874.68,3.0,5.0,305.14,29.53,9.0,74.06,42.13,85.12,1.66,4.0,1.0,5.0,1.0,12.0,537355.9343
1362.72,3.0,2.0,1044.39,57.7,6.0,54.1,12.39,86.41,1.94,4.0,7.0,7.0,1.0,14.0,260118.3243
594.57,1.0,3.0,756.04,29.84,6.0,7.96,50.5,89.11,1.77,6.0,3.0,5.0,1.0,19.0,34130.25933
732.21,2.0,2.0,102.03,0.35,7.0,20.33,19.03,91.18,1.26,3.0,3.0,6.0,1.0,21.0,164179.0173
1796.97,3.0,2.0,453.0,6.03,8.0,67.05,17.59,88.73,1.88,5.0,2.0,6.0,1.0,12.0,624015.968
1696.32,1.0,5.0,528.83,35.16,10.0,21.82,21.29,97.16,1.35,9.0,10.0,8.0,1.0,33.5,677069.6931
1048.32,6.0,2.0,652.63,4.72,7.0,72.19,23.45,99.9,1.11,6.0,8.0,8.0,1.0,9.0,363142.691
550.0,2.0,4.0,1125.79,41.79,7.0,7.17,38.42,93.87,2.17,1.0,1.0,3.0,1.0,28.0,142934.4577
1228.38,3.0,3.0,507.16,27.96,5.0,44.5,1.51,97.53,1.91,4.0,1.0,8.0,1.0,20.0,424380.0744
675.76,1.0,3.0,618.96,18.34,6.0,25.41,23.73,93.46,1.79,4.0,5.0,5.0,1.0,24.0,78663.1241
1917.9,1.0,2.0,339.31,35.89,8.0,87.0,36.98,91.2,1.02,4.0,5.0,3.0,1.0,14.0,35980.10966
550.0,2.0,4.0,560.7,9.69,8.0,62.68,18.1,88.68,1.24,5.0,6.0,8.0,1.0,17.0,381546.7732
550.0,1.0,1.0,317.82,62.92,4.0,137.10750000000002,19.99,94.52,0.97,1.0,2.0,3.0,1.0,13.0,252727.7574
1307.78,3.0,3.0,755.8,5.95,10.0,1.72,14.04,93.84,1.24,9.0,10.0,10.0,1.0,12.0,328655.7388
1365.23,2.0,4.0,127.35,1.01,10.0,13.18,12.23,99.9,0.92,8.0,8.0,5.0,1.0,30.0,484944.2619
550.0,3.0,4.0,535.11,28.57,10.0,21.35,4.71,89.77,1.19,6.0,3.0,3.0,1.0,15.0,294755.6216
1040.5,2.0,4.0,398.24,21.78,8.0,33.69,7.56,93.19,0.79,4.0,5.0,8.0,1.0,19.0,283558.7731
1410.81,2.0,2.0,373.51,7.18,8.0,63.51,0.19,94.5,1.38,6.0,10.0,4.0,1.0,21.0,234377.5537
1950.12,1.0,1.0,779.68,53.97,9.0,25.09,11.14,92.74,1.42,6.0,4.0,4.0,1.0,33.5,169342.6829
1581.07,2.0,3.0,278.44,18.84,8.0,12.89,12.37,89.06,0.13999999999999968,5.0,10.0,5.0,1.0,17.0,502068.2341
644.51,2.0,1.0,21.86,7.0,5.0,4.62,30.3,91.74,2.56,3.0,1.0,5.0,1.0,8.0,37848.0851
1293.03,1.0,3.0,1045.77,48.02,6.0,20.85,30.95,90.46,2.01,5.0,5.0,6.0,1.0,18.0,201158.4865
1760.77,2.0,2.0,459.59,46.97,7.0,83.89,31.07,95.95,2.02,6.0,7.0,8.0,1.0,15.0,445138.9535
1690.71,1.0,4.0,398.24,30.13,9.0,23.99,9.86,97.98,2.05,6.0,6.0,4.0,1.0,20.0,626475.2233
550.0,3.0,2.0,874.61,43.33,7.0,72.76,23.3,91.17,1.04,5.0,4.0,6.0,1.0,17.0,95787.6041
1380.8,3.0,4.0,647.68,7.25,6.0,30.69,0.02,94.4,1.01,7.0,6.0,7.0,1.0,7.0,491504.2603
559.57,1.0,3.0,774.16,23.98,8.0,111.82,51.165000000000006,94.33,2.05,5.0,2.0,2.0,1.0,19.0,104369.2533
550.0,1.0,3.0,229.63,23.94,9.0,60.06,14.81,95.89,2.18,5.0,10.0,6.0,1.0,20.0,23066.99327
550.0,3.0,1.0,641.79,62.0,4.0,72.1,7.59,88.96,1.71,4.0,2.0,5.0,1.0,2.0,19025.91229
550.0,2.0,1.0,359.12,22.54,3.0,115.36,40.01,89.71,1.67,1.0,10.0,8.0,1.0,24.0,277096.0413
1024.61,2.0,2.0,1089.41,11.38,6.0,40.42,25.56,94.72,1.14,6.0,2.0,4.0,1.0,33.5,70528.70648
786.76,2.0,2.0,264.36,22.98,7.0,30.55,21.3,90.63,1.05,7.0,2.0,9.0,1.0,14.0,304927.4912
754.45,4.0,4.0,560.88,19.12,7.0,1.35,16.27,85.21,1.62,5.0,4.0,5.0,1.0,20.0,536407.88
1010.28,2.0,4.0,158.03,54.34,9.0,105.2,11.48,97.41,1.82,7.0,6.0,7.0,1.0,24.0,301575.4544
1028.47,2.0,4.0,213.54,30.1,6.0,80.26,45.1,88.91,1.8,5.0,5.0,5.0,1.0,25.0,244301.874
779.75,2.0,2.0,65.34,59.82,5.0,28.84,7.62,95.61,2.18,4.0,7.0,7.0,1.0,8.0,266783.4487
877.78,2.0,2.0,953.4,44.48,7.0,41.11,26.65,99.31,0.69,3.0,6.0,6.0,1.0,2.0,200715.5873
550.0,4.0,3.0,703.11,62.44,6.0,53.18,9.2,96.22,1.85,3.0,5.0,6.0,1.0,22.0,167895.9955
968.74,2.0,2.0,349.9,1.9,6.0,90.61,22.42,98.2,1.27,5.0,9.0,6.0,1.0,10.0,302987.8519
1144.41,1.0,4.0,431.84,38.74,8.0,77.71,0.82,91.73,1.88,4.0,4.0,9.0,1.0,3.0,332185.7476
1332.33,1.0,2.0,712.34,30.33,5.0,18.47,3.48,95.2,1.37,3.0,10.0,7.0,1.0,19.0,149228.4176
1320.61,2.0,4.0,483.65,34.88,10.0,111.94,35.85,99.51,0.86,7.0,10.0,9.0,1.0,13.0,452739.7733
1102.88,1.0,4.0,1004.95,35.8,10.0,56.78,49.5,99.9,0.49,8.0,8.0,5.0,1.0,20.0,308624.2637
550.0,2.0,1.0,579.7,17.15,6.0,47.01,11.84,87.58,1.8,5.0,4.0,7.0,1.0,33.5,89870.85846
563.33,1.0,3.0,268.21,6.64,9.0,35.55,7.76,96.47,1.86,5.0,3.0,4.0,1.0,12.0,3013.856578
1453.47,3.0,2.0,797.63,14.66,4.0,62.96,0.76,92.67,0.87,7.0,4.0,8.0,1.0,11.0,431367.9227
1715.76,3.0,5.0,75.55,57.25,9.0,5.49,20.61,87.15,1.68,8.0,10.0,8.0,1.0,22.0,589037.7526
1047.13,3.0,4.0,553.82,31.57,6.0,39.57,11.99,87.92,1.52,4.0,5.0,5.0,1.0,6.0,305937.3969
1202.42,2.0,2.0,822.98,21.15,10.0,50.4,15.31,90.92,1.15,5.0,9.0,7.0,1.0,19.0,235972.8437
1439.53,2.0,2.0,153.92,17.84,4.0,0.24,43.05,99.29,1.61,3.0,6.0,2.0,1.0,9.0,255300.5171
753.72,3.0,3.0,164.54,21.25,9.0,41.83,7.48,87.58,0.71,8.0,6.0,7.0,1.0,24.0,353256.4808
1007.0,2.0,2.0,863.41,61.45,3.0,104.48,7.76,90.18,1.75,6.0,1.0,2.0,1.0,23.0,157969.814
555.51,1.0,2.0,611.77,16.59,6.0,23.99,17.09,97.07,1.38,6.0,8.0,7.0,1.0,17.0,3654.810686
781.01,1.0,4.0,888.84,32.52,6.0,7.17,41.59,83.83,0.82,5.0,10.0,8.0,1.0,11.0,341545.9195
1168.93,3.0,4.0,143.66,24.84,10.0,39.15,7.6,91.26,1.43,5.0,7.0,7.0,1.0,17.0,392481.5865
598.21,1.0,4.0,433.83,49.93,7.0,10.66,8.89,93.02,1.62,7.0,3.0,7.0,1.0,14.0,67913.49848
1140.53,1.0,4.0,314.26,47.3,6.0,77.73,12.32,85.28,1.27,4.0,8.0,9.0,1.0,8.0,175458.1917
592.36,1.0,4.0,537.12,29.77,6.0,10.24,16.98,96.69,0.92,5.0,4.0,6.0,1.0,15.0,282236.2256
1808.9,3.0,3.0,172.86,43.4,8.0,62.76,14.09,93.15,1.05,7.0,4.0,10.0,1.0,13.0,490580.7747
1032.15,3.0,3.0,645.53,64.88,3.0,9.14,36.42,89.81,2.05,6.0,10.0,5.0,1.0,10.0,296477.3664
1154.48,2.0,3.0,736.5,4.36,10.0,30.22,9.97,98.1,1.19,6.0,5.0,6.0,1.0,9.0,162566.3107
864.47,5.0,4.0,395.39,23.07,8.0,57.56,33.35,97.08,1.09,6.0,5.0,3.0,1.0,9.0,777690.5729624999
608.41,2.0,2.0,500.72,59.42,5.0,133.6,30.95,87.55,1.85,3.0,2.0,5.0,1.0,17.0,72050.01134
